Entrada,Salida,Customer,Project,Activity,Description,socio,Duration
2017-10-13 15:00:00,2017-10-13 16:00:00,Bitson,Bitson,Intercooperativo,FIT,lcolombo,0 days 01:00:00.000000000
2017-10-13 14:03:00,2017-10-13 16:21:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 02:18:00.000000000
2017-10-13 14:00:00,2017-10-13 17:10:00,Bitson,Bitson,Capacitación,"landing bitson, imagenes en nosotros, No mas scroll para ver a todo el equipo.",acuervo,0 days 03:10:00.000000000
2017-10-13 13:56:00,2017-10-13 18:27:00,Andes Líneas Aéreas,Andes,Desarrollo,testing y arreglos en endpoints a pedido de @ddebonis,abrunacci,0 days 04:31:00.000000000
2017-10-13 13:30:00,2017-10-13 16:00:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 02:30:00.000000000
2017-10-13 13:20:00,2017-10-13 13:44:00,Andes Líneas Aéreas,Andes,Testing,,abrunacci,0 days 00:24:00.000000000
2017-10-13 13:15:00,2017-10-13 13:40:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:25:00.000000000
2017-10-13 12:55:00,2017-10-13 13:15:00,Bitson,Bitson,Gestion Contable,,nespino,0 days 00:20:00.000000000
2017-10-13 11:46:00,2017-10-13 12:55:00,Aptage,Aptage,Operativo,,nespino,0 days 01:09:00.000000000
2017-10-13 11:20:00,2017-10-13 11:46:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:26:00.000000000
2017-10-13 10:30:00,2017-10-13 13:00:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 02:30:00.000000000
2017-10-13 10:15:00,2017-10-13 13:00:00,Andes Líneas Aéreas,Andes,Desarrollo,,abrunacci,0 days 02:45:00.000000000
2017-10-13 10:10:00,2017-10-13 13:30:00,Bitson,Bitson,Capacitación,"landing bitson, fotos, letra",acuervo,0 days 03:20:00.000000000
2017-10-13 09:30:00,2017-10-13 14:07:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:37:00.000000000
2017-10-13 09:00:00,2017-10-13 18:00:00,Andes Líneas Aéreas,Andes,Desarrollo,"Conectando endpoints, arreglando errores, endpoint para rotaciones.",ddebonis,0 days 09:00:00.000000000
2017-10-13 08:04:00,2017-10-13 10:15:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 02:11:00.000000000
2017-10-12 19:00:00,2017-10-12 19:45:00,Bitson,Cromi,Gestión Comercial,Charla con Julio.,lcolombo,0 days 00:45:00.000000000
2017-10-12 16:00:00,2017-10-12 17:33:00,Aptage,Aptage,Operativo,,nespino,0 days 01:33:00.000000000
2017-10-12 16:00:00,2017-10-12 19:00:00,Bitson,Cromi,Gestión operativa,Deploy en producción. Revisión alta usuario y predio.,lcolombo,0 days 03:00:00.000000000
2017-10-12 15:40:00,2017-10-12 16:00:00,Bitson,Cromi,Gestión Comercial,,nespino,0 days 00:20:00.000000000
2017-10-12 15:30:00,2017-10-12 19:00:00,Andes Líneas Aéreas,Andes,Desarrollo,correcciones en endpoints y conexion a la base,abrunacci,0 days 03:30:00.000000000
2017-10-12 15:15:00,2017-10-12 16:00:00,Bitson,Bitson,Gestión Interna,Control de caja. Devolución PyConAR2016. Charla con @jacevedo x Cromi.,lcolombo,0 days 00:45:00.000000000
2017-10-12 14:00:00,2017-10-12 15:15:00,Bitson,Bitson,Gestión Legal,Mediación imasTec.,lcolombo,0 days 01:15:00.000000000
2017-10-12 14:00:00,2017-10-12 18:00:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 04:00:00.000000000
2017-10-12 13:50:00,2017-10-12 17:20:00,Bitson,Bitson,Capacitación,landing/bitson/cromi,acuervo,0 days 03:30:00.000000000
2017-10-12 13:48:00,2017-10-12 15:40:00,Aptage,Aptage,Operativo,,nespino,0 days 01:52:00.000000000
2017-10-12 13:30:00,2017-10-12 15:00:00,Bitson,Bitson,Gestión Legal,Mediacion ImasTec,abrunacci,0 days 01:30:00.000000000
2017-10-12 13:30:00,2017-10-12 18:40:00,Andes Líneas Aéreas,Andes,Desarrollo,Conectando con endpoints,ddebonis,0 days 05:10:00.000000000
2017-10-12 12:00:00,2017-10-12 13:00:00,Andes Líneas Aéreas,Andes,Testing,,abrunacci,0 days 01:00:00.000000000
2017-10-12 10:40:00,2017-10-12 13:02:00,Aptage,Aptage,Operativo,,nespino,0 days 02:22:00.000000000
2017-10-12 10:30:00,2017-10-12 13:25:00,Bitson,Bitson,Capacitación,landing cromi/ terminada,acuervo,0 days 02:55:00.000000000
2017-10-12 10:30:00,2017-10-12 13:30:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 03:00:00.000000000
2017-10-12 10:30:00,2017-10-12 12:00:00,Andes Líneas Aéreas,Andes,Desarrollo,"endpoints cities, airports and states",abrunacci,0 days 01:30:00.000000000
2017-10-12 09:45:00,2017-10-12 14:15:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:30:00.000000000
2017-10-12 09:15:00,2017-10-12 09:56:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:41:00.000000000
2017-10-12 09:00:00,2017-10-12 13:25:00,Andes Líneas Aéreas,Andes,Desarrollo,Conectando endpoints con el front y refactor de componentes,ddebonis,0 days 04:25:00.000000000
2017-10-11 18:19:00,2017-10-11 19:21:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:02:00.000000000
2017-10-11 17:00:00,2017-10-11 18:15:00,Bitson,Bitson,Gestión operativa,Intento de funcionamiento CI/CD GitLab,lcolombo,0 days 01:15:00.000000000
2017-10-11 16:22:00,2017-10-11 17:23:00,Aptage,Aptage,Operativo,,nespino,0 days 01:01:00.000000000
2017-10-11 16:15:00,2017-10-11 17:00:00,Bitson,Bitson,Gestión operativa,Configuración correcta DNS bitson.group y landing en esa URL con HTTPS.,lcolombo,0 days 00:45:00.000000000
2017-10-11 16:00:00,2017-10-11 18:00:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 02:00:00.000000000
2017-10-11 15:00:00,2017-10-11 16:15:00,Bitson,Bitson,Gestión operativa,Configuración ssh OVH2 en i5.,lcolombo,0 days 01:15:00.000000000
2017-10-11 15:00:00,2017-10-11 18:15:00,Andes Líneas Aéreas,Andes,Entorno de desarrollo,instalacion runner gitlab y configuracion de CI,abrunacci,0 days 03:15:00.000000000
2017-10-11 14:30:00,2017-10-11 16:00:00,Andes Líneas Aéreas,Andes,Desarrollo,,mmesmer,0 days 01:30:00.000000000
2017-10-11 14:20:00,2017-10-11 15:00:00,Bitson,Bitson,Gestión Interna,Reunión con Vicky de TES x mediación con imasTec.,lcolombo,0 days 00:40:00.000000000
2017-10-11 14:20:00,2017-10-11 15:00:00,Bitson,Bitson,Gestión Interna,reunion vicky de TES,abrunacci,0 days 00:40:00.000000000
2017-10-11 13:45:00,2017-10-11 14:20:00,Bitson,Bitson,Gestión Interna,Actualización credenciales andes en taiga. Asistencia técnica @abrunacci conexión SSH VMs en Alsina. Status @MaleCuervo con issues de landings.,lcolombo,0 days 00:35:00.000000000
2017-10-11 13:30:00,2017-10-11 17:10:00,Bitson,Bitson,Capacitación,"landing cromi/ logo superior,logo bitson, contacto",acuervo,0 days 03:40:00.000000000
2017-10-11 13:30:00,2017-10-11 14:30:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 01:00:00.000000000
2017-10-11 12:53:00,2017-10-11 16:21:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 03:28:00.000000000
2017-10-11 11:40:00,2017-10-11 12:53:00,Aptage,Aptage,Operativo,,nespino,0 days 01:13:00.000000000
2017-10-11 11:00:00,2017-10-11 14:00:00,Andes Líneas Aéreas,Andes,Entorno de desarrollo,configurando andes.dev.bitson.com.ar,abrunacci,0 days 03:00:00.000000000
2017-10-11 10:30:00,2017-10-11 11:20:00,Bitson,Bitson,Gestión operativa,Accesos SSH y reglas del FW en OVH2.,lcolombo,0 days 00:50:00.000000000
2017-10-11 10:30:00,2017-10-11 13:00:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 02:30:00.000000000
2017-10-11 10:10:00,2017-10-11 13:00:00,Bitson,Bitson,Capacitación,cambios en landing cromi/bitson,acuervo,0 days 02:50:00.000000000
2017-10-11 10:05:00,2017-10-11 10:35:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:30:00.000000000
2017-10-11 09:44:00,2017-10-11 10:05:00,Aptage,Aptage,Operativo,,nespino,0 days 00:21:00.000000000
2017-10-11 09:30:00,2017-10-11 12:25:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 02:55:00.000000000
2017-10-11 09:30:00,2017-10-11 10:30:00,Bitson,Bitson,Gestión operativa,Arreglo zona bitson.com.ar en DNS,lcolombo,0 days 01:00:00.000000000
2017-10-11 09:00:00,2017-10-11 16:00:00,Andes Líneas Aéreas,Andes,Desarrollo,"Emprolijando maquetados, cambiando fakes responses por los endpoints correctos, implementacion en el repo correcto de SCM y ajustes en form de crear paquete.",ddebonis,0 days 07:00:00.000000000
2017-10-10 22:00:00,2017-10-11 00:00:00,Bitson,Cromi,Entorno de desarrollo,"conexion base de datos Cromi prod y
correccion config nginx cromi staging",abrunacci,0 days 02:00:00.000000000
2017-10-10 21:15:00,2017-10-10 22:15:00,Bitson,Bitson,Gestión operativa,Actualización de VMs srv2.,lcolombo,0 days 01:00:00.000000000
2017-10-10 20:00:00,2017-10-10 20:30:00,Bitson,Bitson,Gestión operativa,Actualización de VMs en srv2.,lcolombo,0 days 00:30:00.000000000
2017-10-10 19:00:00,2017-10-10 20:00:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 01:00:00.000000000
2017-10-10 18:45:00,2017-10-10 19:45:00,Bitson,Bitson,Gestión operativa,Configuración .ssh/config para AWS.,lcolombo,0 days 01:00:00.000000000
2017-10-10 15:33:00,2017-10-10 17:24:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:51:00.000000000
2017-10-10 15:00:00,2017-10-10 17:00:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 02:00:00.000000000
2017-10-10 14:17:00,2017-10-10 15:15:00,Aptage,Aptage,Operativo,,nespino,0 days 00:58:00.000000000
2017-10-10 14:00:00,2017-10-10 16:15:00,Bitson,Bitson,Gestión operativa,GitLab CI/CD. Actualización de VMs en srv2.,lcolombo,0 days 02:15:00.000000000
2017-10-10 14:00:00,2017-10-10 15:00:00,Andes Líneas Aéreas,Andes,Desarrollo,,mmesmer,0 days 01:00:00.000000000
2017-10-10 13:45:00,2017-10-10 14:00:00,Bitson,Bitson,Gestión Interna,Contacto MICÓ x Kairós. Envío minuta reunión semanal. Contacto x credenciales API Navitaire Andes.,lcolombo,0 days 00:15:00.000000000
2017-10-10 13:30:00,2017-10-10 16:50:00,Bitson,Bitson,Capacitación,método para cambiar el idioma de la pagina según la localización del cliente.,acuervo,0 days 03:20:00.000000000
2017-10-10 13:15:00,2017-10-10 17:00:00,Andes Líneas Aéreas,Andes,Desarrollo,Idem anterior.,ddebonis,0 days 03:45:00.000000000
2017-10-10 12:43:00,2017-10-10 14:15:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:32:00.000000000
2017-10-10 11:30:00,2017-10-10 17:30:00,Andes Líneas Aéreas,Andes,Desarrollo,,abrunacci,0 days 06:00:00.000000000
2017-10-10 10:30:00,2017-10-10 13:30:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 03:00:00.000000000
2017-10-10 10:15:00,2017-10-10 14:01:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 03:46:00.000000000
2017-10-10 10:00:00,2017-10-10 13:00:00,Bitson,Bitson,Capacitación,"footer (agregando instagram /año 2014 -2017)
servicios(tipografia)
",acuervo,0 days 03:00:00.000000000
2017-10-10 10:00:00,2017-10-10 11:30:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:30:00.000000000
2017-10-10 09:30:00,2017-10-10 11:00:00,Bitson,Bitson,Gestión operativa,Revisión cromi producción. RDS pública. Conexión fallida entre RDS y EC2. Gestión de tareas p/ producción.,lcolombo,0 days 01:30:00.000000000
2017-10-10 09:00:00,2017-10-10 13:00:00,Andes Líneas Aéreas,Andes,Desarrollo,"Conexion con endpoints, terminadas todas las pantallas, queda emprolijar y mejorar el codigo",ddebonis,0 days 04:00:00.000000000
2017-10-09 19:00:00,2017-10-09 20:30:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 01:30:00.000000000
2017-10-09 17:00:00,2017-10-09 18:00:00,Bitson,Bitson,Gestión Interna,Ajuste planilla de retiros semanales plan de emergencia,lcolombo,0 days 01:00:00.000000000
2017-10-09 16:30:00,2017-10-09 17:00:00,Bitson,Bitson,Gestión Interna,Rendición Línea IV PTA.,lcolombo,0 days 00:30:00.000000000
2017-10-09 16:30:00,2017-10-09 17:10:00,Bitson,Bitson,Capacitación,detalles landing bitson,acuervo,0 days 00:40:00.000000000
2017-10-09 16:30:00,2017-10-09 17:30:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 01:00:00.000000000
2017-10-09 16:25:00,2017-10-09 17:42:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:17:00.000000000
2017-10-09 14:16:00,2017-10-09 16:25:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 02:09:00.000000000
2017-10-09 14:00:00,2017-10-09 16:00:00,Bitson,Bitson,Reunion,Reunion semanal.,ddebonis,0 days 02:00:00.000000000
2017-10-09 14:00:00,2017-10-09 16:30:00,Bitson,Bitson,Reunion,Reunión semanal.,lcolombo,0 days 02:30:00.000000000
2017-10-09 14:00:00,2017-10-09 16:30:00,Bitson,Bitson,Reunion,,acuervo,0 days 02:30:00.000000000
2017-10-09 14:00:00,2017-10-09 16:30:00,Bitson,Bitson,Reunion,,mmesmer,0 days 02:30:00.000000000
2017-10-09 14:00:00,2017-10-09 16:30:00,Bitson,Bitson,Reunion,,abrunacci,0 days 02:30:00.000000000
2017-10-09 13:10:00,2017-10-09 14:00:00,Bitson,Bitson,Capacitación,landing bitson / agregando pestaña (tecnologías)/cambiando titulo(nosotros)/acerca de (cambio de titulo),acuervo,0 days 00:50:00.000000000
2017-10-09 12:40:00,2017-10-09 16:54:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:14:00.000000000
2017-10-09 12:00:00,2017-10-09 13:45:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 01:45:00.000000000
2017-10-09 11:40:00,2017-10-09 12:12:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:32:00.000000000
2017-10-09 11:23:00,2017-10-09 11:40:00,Aptage,Aptage,Operativo,,nespino,0 days 00:17:00.000000000
2017-10-09 10:10:00,2017-10-09 12:35:00,Bitson,Bitson,Capacitación,landing bitson,acuervo,0 days 02:25:00.000000000
2017-10-09 09:35:00,2017-10-09 11:23:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:48:00.000000000
2017-10-09 09:00:00,2017-10-09 11:00:00,Bitson,Bitson,Gestión Interna,"Envío de mails: orden del día reunión semanal, coordinación de tareas c/@cuberti, coordinación tareas c/P. Kamenawa x elcondominio.com, coordinación c/@nespino x SanyoJafep.",lcolombo,0 days 02:00:00.000000000
2017-10-09 09:00:00,2017-10-09 14:00:00,Andes Líneas Aéreas,Andes,Desarrollo,Desarrollo pantallas.,ddebonis,0 days 05:00:00.000000000
2017-10-06 18:30:00,2017-10-06 20:46:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 02:16:00.000000000
2017-10-06 18:10:00,2017-10-06 18:28:00,Aptage,Aptage,Operativo,,nespino,0 days 00:18:00.000000000
2017-10-06 14:03:00,2017-10-06 18:10:00,Bitson,Bitson,Capacitación,,nespino,0 days 04:07:00.000000000
2017-10-06 14:00:00,2017-10-06 18:00:00,Bitson,Bitson,Capacitación,Capacitación ágil con Fer Claverino.,lcolombo,0 days 04:00:00.000000000
2017-10-06 14:00:00,2017-10-06 18:00:00,Bitson,Bitson,Capacitación,Capacitacion Scrum con Fer. Claverino,ddebonis,0 days 04:00:00.000000000
2017-10-06 14:00:00,2017-10-06 18:00:00,Bitson,Bitson,Capacitación,,hbrunacci,0 days 04:00:00.000000000
2017-10-06 14:00:00,2017-10-06 18:00:00,Bitson,Bitson,Capacitación,scrum,acuervo,0 days 04:00:00.000000000
2017-10-06 14:00:00,2017-10-06 18:00:00,Bitson,Bitson,Capacitación,,mmesmer,0 days 04:00:00.000000000
2017-10-06 13:31:00,2017-10-06 14:03:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:32:00.000000000
2017-10-06 13:20:00,2017-10-06 14:00:00,ECSA,Beagle SCA,Desarrollo,pruebas de debug para encontrar error de display,hbrunacci,0 days 00:40:00.000000000
2017-10-06 12:45:00,2017-10-06 13:07:00,Bitson,Bitson,Gestión Interna,"Mails, ajuste issues Cromi landing",nespino,0 days 00:22:00.000000000
2017-10-06 11:28:00,2017-10-06 12:45:00,Aptage,Aptage,Operativo,,nespino,0 days 01:17:00.000000000
2017-10-06 10:45:00,2017-10-06 11:45:00,Bitson,Bitson,Gestión Interna,Coordinación de tareas y pagos con @cuberti. Acompañamiento de tareas pendientes.,lcolombo,0 days 01:00:00.000000000
2017-10-06 10:15:00,2017-10-06 13:10:00,Bitson,Bitson,Capacitación,buscando formas de implementar el chatbot a la web de cromi,acuervo,0 days 02:55:00.000000000
2017-10-06 10:10:00,2017-10-06 13:54:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 03:44:00.000000000
2017-10-06 10:00:00,2017-10-06 13:30:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 03:30:00.000000000
2017-10-06 10:00:00,2017-10-06 10:25:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:25:00.000000000
2017-10-06 09:00:00,2017-10-06 15:00:00,Andes Líneas Aéreas,Andes,Desarrollo,Creacion de endpoints rotaciones y conexion a db,abrunacci,0 days 06:00:00.000000000
2017-10-06 09:00:00,2017-10-06 14:00:00,Andes Líneas Aéreas,Andes,Desarrollo,"Pantalla paquetes, abm, filtros.",ddebonis,0 days 05:00:00.000000000
2017-10-06 08:45:00,2017-10-06 09:45:00,Bitson,Bitson,Gestión operativa,Arreglo DNS secundarios. Corrección de configuración como slave. Agregado de zona bitson.group en DNS secundarios.,lcolombo,0 days 01:00:00.000000000
2017-10-05 19:00:00,2017-10-05 21:00:00,Bitson,Bitson,Capacitación,"Seminario de Coaching, PNL & Liderazgo.",lcolombo,0 days 02:00:00.000000000
2017-10-05 18:48:00,2017-10-05 20:24:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:36:00.000000000
2017-10-05 18:18:00,2017-10-05 18:46:00,Aptage,Aptage,Operativo,,nespino,0 days 00:28:00.000000000
2017-10-05 17:30:00,2017-10-05 18:17:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:47:00.000000000
2017-10-05 16:40:00,2017-10-05 18:00:00,Bitson,Bitson,Gestión operativa,Alta HTTPS bitson.com.ar y cromi.com.ar,lcolombo,0 days 01:20:00.000000000
2017-10-05 16:30:00,2017-10-05 16:40:00,Bitson,Bitson,Gestión Interna,Facturación @MaleCuervo.,lcolombo,0 days 00:10:00.000000000
2017-10-05 16:00:00,2017-10-05 18:15:00,Andes Líneas Aéreas,Andes,Desarrollo,arrancando api y creacion de endpoints paquetes,abrunacci,0 days 02:15:00.000000000
2017-10-05 15:40:00,2017-10-05 17:30:00,Aptage,Aptage,Operativo,,nespino,0 days 01:50:00.000000000
2017-10-05 15:30:00,2017-10-05 16:30:00,Bitson,Bitson,Gestión operativa,Landings en AWS.,lcolombo,0 days 01:00:00.000000000
2017-10-05 15:00:00,2017-10-05 18:00:00,Andes Líneas Aéreas,Andes,Desarrollo,"Maqueta esqueleto de la app (tablas, filtros y sorting)",ddebonis,0 days 03:00:00.000000000
2017-10-05 14:40:00,2017-10-05 15:30:00,Bitson,Bitson,Gestión Interna,Charla con Tole.,lcolombo,0 days 00:50:00.000000000
2017-10-05 14:40:00,2017-10-05 15:40:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:00:00.000000000
2017-10-05 14:30:00,2017-10-05 16:00:00,Bitson,Molinete Plastico,Reunion,"Reunion den Moldumet por acuerdo de diseño
firma de croquis, datos de facturacion.",hbrunacci,0 days 01:30:00.000000000
2017-10-05 14:30:00,2017-10-05 15:00:00,Andes Líneas Aéreas,Andes,Desarrollo,Definicion de Request/Responses con Ale,ddebonis,0 days 00:30:00.000000000
2017-10-05 14:11:00,2017-10-05 14:19:00,Aptage,Aptage,Operativo,,nespino,0 days 00:08:00.000000000
2017-10-05 14:10:00,2017-10-05 14:40:00,Bitson,Bitson,Gestión operativa,Alta landings en AWS,lcolombo,0 days 00:30:00.000000000
2017-10-05 14:00:00,2017-10-05 14:30:00,Bitson,Bitson,Reunion,Reunion con Tole,ddebonis,0 days 00:30:00.000000000
2017-10-05 14:00:00,2017-10-05 17:30:00,ECSA,Sigas SCA,Desarrollo,,mmesmer,0 days 03:30:00.000000000
2017-10-05 13:45:00,2017-10-05 14:10:00,Bitson,Bitson,Gestión Interna,Asistencia técnica @hbrunacci. Coordinación tareas con @cuberti. Asistencia @ddebonis con AC Andes.,lcolombo,0 days 00:25:00.000000000
2017-10-05 13:30:00,2017-10-05 17:20:00,Bitson,Bitson,Capacitación,implementacion de chat en consola.,acuervo,0 days 03:50:00.000000000
2017-10-05 13:30:00,2017-10-05 14:00:00,Andes Líneas Aéreas,Andes,Desarrollo,Redactando AC (acceptance criterias) de las US de sprint.,ddebonis,0 days 00:30:00.000000000
2017-10-05 13:30:00,2017-10-05 16:00:00,Andes Líneas Aéreas,Andes,Entorno de desarrollo,configuracion maquina dev,abrunacci,0 days 02:30:00.000000000
2017-10-05 13:15:00,2017-10-05 13:30:00,ECSA,Beagle SCA,Gestión operativa,Asistencia a HB,abrunacci,0 days 00:15:00.000000000
2017-10-05 13:15:00,2017-10-05 14:10:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:55:00.000000000
2017-10-05 13:00:00,2017-10-05 13:15:00,Bitson,Cromi,Desarrollo,Mejora HTML para mailing,nespino,0 days 00:15:00.000000000
2017-10-05 12:45:00,2017-10-05 13:15:00,Bitson,Bitson,Capacitación,Reunion con tole,abrunacci,0 days 00:30:00.000000000
2017-10-05 12:30:00,2017-10-05 13:15:00,Bitson,Bitson,Capacitación,configuraciones e instalaciones de paquetes que faltaban(configurando entorno virtual),acuervo,0 days 00:45:00.000000000
2017-10-05 12:30:00,2017-10-05 12:45:00,Andes Líneas Aéreas,Andes,Entorno de desarrollo,Instalacion de paquetes necesarios para correr la aplicacion ,abrunacci,0 days 00:15:00.000000000
2017-10-05 12:25:00,2017-10-05 13:00:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:35:00.000000000
2017-10-05 12:00:00,2017-10-05 14:30:00,ECSA,Beagle SCA,Entorno de desarrollo,"conocimiento del codigo
Otras conexiones",hbrunacci,0 days 02:30:00.000000000
2017-10-05 11:50:00,2017-10-05 12:30:00,ECSA,Beagle SCA,Gestión operativa,asistencia a HB,abrunacci,0 days 00:40:00.000000000
2017-10-05 11:35:00,2017-10-05 12:25:00,Bitson,Bitson,Capacitación,Capacitacion @malecuervo,nespino,0 days 00:50:00.000000000
